match_time,home_team,away_team,result_score,predicted_result,b365_home_odds,b365_draw_odds,b365_away_odds,market_prob_h,market_prob_d,market_prob_a,model_prob_h,model_prob_d,model_prob_a,error_h,error_d,error_a,yield_per_match
2022-08-06 16:30:00,Everton,Chelsea,A,A,3.1,3.5,2.25,0.29109922178988323,0.25783073929961087,0.40107003891050574,0.3123298856831791,0.26578660860097986,0.421883505715841,0.021230663893295865,0.00795586930136899,0.020813466805335246,1.25
2022-08-06 16:30:00,Everton,Chelsea,A,A,5.0,4.2,1.62,0.18003008021390376,0.21432152406417113,0.5556483957219251,0.1934351002060311,0.22124929762127737,0.5853156021726915,0.013405019992127343,0.006927773557106248,0.02966720645076637,0.6200000000000001
2022-08-13 11:30:00,Aston Villa,Everton,H,H,1.8,3.5,4.75,0.5017871326449563,0.2580619539316918,0.19015091342335186,0.5360106206438766,0.2648523066710919,0.19913707268503156,0.03422348799892028,0.006790352739400096,0.0089861592616797,0.8
2022-08-13 11:30:00,Aston Villa,Everton,H,H,1.7,4.0,4.5,0.5269645608628659,0.22395993836671801,0.199075500770416,0.5622071837584591,0.2295679333680375,0.20822488287350338,0.03524262289559321,0.005607995001319477,0.009149382103087383,0.7
2022-08-13 11:30:00,Aston Villa,Everton,H,H,1.5,4.2,6.5,0.5982698961937717,0.21366782006920418,0.13806228373702426,0.6371936568957232,0.2186448822681403,0.14416146083613648,0.03892376070195147,0.004977062198936122,0.00609917709911223,0.5
2022-08-13 14:00:00,Wolverhampton Wanderers,Fulham,D,H,2.3,3.3,3.2,0.39325754606036845,0.27408859270874164,0.2826538612308898,0.42117775866114027,0.2820364432626887,0.2967857980761711,0.02792021260077182,0.007947850553947033,0.014131936845281301,-1.0
2022-08-13 14:00:00,Wolverhampton Wanderers,Fulham,D,H,2.5,3.4,2.75,0.3592517694641052,0.26415571284125383,0.3265925176946411,0.38495226947062505,0.27195301620617973,0.34309471432319527,0.025700500006519855,0.0077973033649259005,0.016502196628554178,-1.0
2022-08-13 14:00:00,Wolverhampton Wanderers,Fulham,D,H,2.63,3.3,2.63,0.33965330444203684,0.27069339111592633,0.33965330444203684,0.3641517190644135,0.2788367916567497,0.35701148927883675,0.024498414622376674,0.008143400540823353,0.017358184836799906,-1.0
2022-08-14 13:00:00,Nottingham Forest,West Ham United,H,A,4.2,3.6,1.85,0.21411167512690357,0.24979695431472088,0.48609137055837565,0.23006116270091237,0.2578790157072319,0.5120598215918558,0.015949487574008797,0.008082061392510997,0.025968451033480167,-1.0
2022-08-14 13:00:00,Nottingham Forest,West Ham United,H,H,2.38,3.5,2.9,0.37989520132377275,0.25832873690016545,0.3117760617760618,0.4068462401795735,0.26580621025065465,0.3273475495697718,0.026951038855800746,0.0074774733504892055,0.015571487793709982,1.38
2022-08-14 13:00:00,Nottingham Forest,West Ham United,H,H,2.15,3.5,3.4,0.4228539367869833,0.2597531325977183,0.2673929306152983,0.4524579897714226,0.2670389312180357,0.2805030790105417,0.0296040529844393,0.007285798620317363,0.013110148395243437,1.15
2022-08-15 19:00:00,Liverpool,Crystal Palace,D,H,1.18,6.75,16.0,0.7608735956097741,0.13301197671400491,0.05611442767622083,0.806280438623585,0.13542232377985672,0.05829723759655822,0.04540684301381093,0.0024103470658518034,0.0021828099203373905,-1.0
2022-08-15 19:00:00,Liverpool,Crystal Palace,D,H,1.22,7.0,12.0,0.7445418921440567,0.12976301548796418,0.0756950923679791,0.7891886315572291,0.13215041006860268,0.07866095837416825,0.04464673941317232,0.0023873945806384966,0.002965866006189158,-1.0
2022-08-15 19:00:00,Liverpool,Crystal Palace,D,H,1.4,6.0,5.75,0.6432777232580963,0.1500981354268891,0.15662414131501473,0.68357971211562,0.15324695506905725,0.16317333281532273,0.040301988857523674,0.003148819642168149,0.006549191500307999,-1.0
2022-08-20 14:00:00,Crystal Palace,Aston Villa,H,H,2.5,3.25,2.9,0.36103830645161294,0.2777217741935484,0.31123991935483875,0.38696238452713994,0.28599029927345176,0.3270473161994083,0.02592407807552699,0.008268525079903388,0.015807396844569555,1.5
2022-08-20 14:00:00,Crystal Palace,Aston Villa,H,H,1.85,4.33,3.6,0.4894029776756943,0.20909826990762923,0.2514987524166763,0.5223815966456681,0.21443595406389448,0.26318244929043744,0.03297861896997378,0.00533768415626526,0.01168369687376114,0.8500000000000001
2022-08-20 14:00:00,Crystal Palace,Aston Villa,H,H,2.45,3.4,2.8,0.3660056657223796,0.26373937677053827,0.32025495750708216,0.39213025780189953,0.2714834916327454,0.33638625056535504,0.026124592079519948,0.007744114862207108,0.016131293058272878,1.4500000000000002
2022-08-20 14:00:00,Everton,Nottingham Forest,D,H,1.9,3.6,4.0,0.4743411927877947,0.2503467406380028,0.2253120665742025,0.5069022639425732,0.2570403092214246,0.23605742683600223,0.03256107115477852,0.0066935685834218495,0.01074536026179973,-1.0
2022-08-20 14:00:00,Everton,Nottingham Forest,D,H,2.05,3.5,3.6,0.4408027987479285,0.2581844964095009,0.2510127048425704,0.47147039186482465,0.2653176518925581,0.26321195624261723,0.030667593116896152,0.0071331554830572075,0.012199251400046851,-1.0
2022-08-20 14:00:00,Everton,Nottingham Forest,D,H,2.6,3.2,2.8,0.34657980456026055,0.28159609120521173,0.3218241042345277,0.37160887385336017,0.2900917311820962,0.33829939496454364,0.025029069293099615,0.008495639976884461,0.016475290730015968,-1.0
2022-08-20 14:00:00,Fulham,Brentford,H,H,2.45,3.4,2.9,0.3703103380114646,0.2668412729788496,0.3128483890096857,0.39673216279225715,0.2746695279308563,0.3285983092768865,0.026421824780792524,0.00782825495200673,0.01574992026720079,1.4500000000000002
2022-08-20 14:00:00,Fulham,Brentford,H,A,2.7,3.3,2.63,0.3339428918590521,0.2732260024301336,0.34283110571081404,0.35809147966390464,0.2814943717144064,0.3604141486216889,0.024148587804852517,0.00826836928427277,0.01758304291087487,-1.0
2022-08-20 14:00:00,Fulham,Brentford,H,H,2.0,3.7,3.5,0.4498171846435101,0.24314442413162704,0.2570383912248629,0.4808693436237214,0.2497360661108886,0.2693945902653901,0.031052158980211297,0.00659164197926157,0.012356199040527205,1.0
2022-08-20 16:30:00,AFC Bournemouth,Arsenal,A,A,8.0,4.75,1.4,0.11311548791405551,0.19051029543419876,0.6463742166517458,0.12164852310837712,0.19684714575225523,0.6815043311393676,0.008533035194321609,0.006336850318056475,0.03513011448762182,0.3999999999999999
2022-08-20 16:30:00,AFC Bournemouth,Arsenal,A,A,5.5,4.5,1.53,0.16331460674157303,0.19960674157303368,0.5870786516853932,0.17548239104034544,0.20606755723474113,0.6184500517249134,0.01216778429877241,0.0064608156617074475,0.031371400039520214,0.53
2022-08-20 16:30:00,AFC Bournemouth,Arsenal,A,A,5.0,3.9,1.65,0.17882843352347522,0.22926722246599388,0.5419043440105309,0.19220936668160138,0.23675864674204292,0.5710319865763558,0.013380933158126163,0.007491424276049041,0.029127642565824896,0.6499999999999999
2022-08-27 14:00:00,Brentford,Everton,D,H,2.0,3.5,3.75,0.45135746606334837,0.25791855203619907,0.24072398190045247,0.48264984227129337,0.26498422712933756,0.2523659305993691,0.031292376207945005,0.00706567509313849,0.01164194869891666,-1.0
2022-08-27 14:00:00,Brentford,Everton,D,H,1.8,3.8,4.2,0.49940711462450593,0.23656126482213438,0.21403162055335967,0.5332547169811321,0.24268867924528303,0.22405660377358488,0.033847602356626205,0.006127414423148653,0.010024983220225214,-1.0
2022-08-27 14:00:00,Brentford,Everton,D,H,2.0,3.7,3.5,0.4498171846435101,0.24314442413162704,0.2570383912248629,0.4808693436237214,0.2497360661108886,0.2693945902653901,0.031052158980211297,0.00659164197926157,0.012356199040527205,-1.0
2022-08-27 14:00:00,Liverpool,AFC Bournemouth,H,H,1.1,10.0,26.0,0.8244325767690253,0.09068758344459278,0.03487983978638184,0.8717146350763243,0.09212827221688996,0.0361570927067857,0.047282058307299035,0.00144068877229718,0.0012772529204038638,0.10000000000000009
2022-08-27 14:00:00,Liverpool,AFC Bournemouth,H,H,1.2,7.0,13.0,0.7517391304347826,0.1288695652173913,0.06939130434782609,0.7966834895457823,0.13121845710165825,0.07209805335255949,0.0449443591109997,0.002348891884266957,0.0027067490047334025,0.19999999999999996
2022-08-27 14:00:00,Liverpool,AFC Bournemouth,H,H,1.3,6.25,9.0,0.702431810713112,0.1461058166283273,0.10146237265856062,0.7454590338591066,0.14897487202141205,0.10556609411948133,0.04302722314599461,0.0028690553930847407,0.004103721460920709,0.30000000000000004
2022-08-27 16:30:00,Arsenal,Fulham,H,H,1.3,5.75,9.0,0.6931617906238985,0.1567148396193162,0.10012336975678535,0.7359256057775423,0.15985834983130245,0.10421604439115523,0.0427638151536438,0.00314351021198625,0.0040926746343698805,0.30000000000000004
2022-08-27 16:30:00,Arsenal,Fulham,H,H,1.2,7.0,13.0,0.7517391304347826,0.1288695652173913,0.06939130434782609,0.7966834895457823,0.13121845710165825,0.07209805335255949,0.0449443591109997,0.002348891884266957,0.0027067490047334025,0.19999999999999996
2022-08-27 16:30:00,Arsenal,Fulham,H,H,1.48,4.33,7.0,0.6116286874660141,0.20905553289831427,0.12931577963567153,0.6511771916743545,0.2138449030486084,0.13497790527703707,0.03954850420834044,0.0047893701502941255,0.005662125641365534,0.48
2022-08-28 13:00:00,Aston Villa,West Ham United,A,H,2.3,3.4,3.1,0.3928207140054924,0.26573165947430366,0.291447626520204,0.42063995117027025,0.2733917099013233,0.3059683389284065,0.027819237164777855,0.007660050427019616,0.014520712408202519,-1.0
2022-08-28 13:00:00,Aston Villa,West Ham United,A,H,1.85,3.6,4.0,0.4806746310611384,0.24701335207308506,0.22231201686577653,0.5135664335664335,0.2535664335664336,0.23286713286713287,0.03289180250529511,0.006553081493348545,0.010555116001356335,-1.0
2022-08-28 13:00:00,Aston Villa,West Ham United,A,H,1.53,4.33,5.75,0.5866240987700861,0.2072828801658734,0.1560930210640403,0.6248588279583386,0.2121345212699209,0.16300665077174045,0.038234729188252436,0.0048516411040475105,0.006913629707700153,-1.0
2022-08-30 18:30:00,Crystal Palace,Brentford,D,H,2.05,3.4,3.6,0.4373072583678074,0.26367055283941326,0.2490221887927792,0.4678197787703469,0.27100632512965017,0.261173896100003,0.03051252040253949,0.007335772290236908,0.012151707307223814,-1.0
2022-08-30 18:30:00,Crystal Palace,Brentford,D,H,2.2,3.3,3.4,0.410593220338983,0.27372881355932205,0.2656779661016949,0.4395808686834544,0.2815616021632584,0.27885752915328715,0.02898764834447143,0.007832788603936325,0.013179563051592236,-1.0
2022-08-30 18:30:00,Crystal Palace,Brentford,D,H,2.05,3.75,3.3,0.4382163824433883,0.23955828906905222,0.27222532848755937,0.46854642033875665,0.2460940544994933,0.28535952516175017,0.030330037895368367,0.006535765430441071,0.013134196674190801,-1.0
2022-08-31 18:30:00,AFC Bournemouth,Wolverhampton Wanderers,D,A,3.5,3.3,2.15,0.2575563622468475,0.27316583874665645,0.419277799006496,0.2766251041610923,0.281884761518879,0.44149013432002876,0.01906874191424479,0.008718922772222526,0.022212335313532783,-1.0
2022-08-31 18:30:00,AFC Bournemouth,Wolverhampton Wanderers,D,H,2.38,3.4,3.0,0.38101604278074863,0.2667112299465241,0.30227272727272725,0.40810882902107226,0.2744731928514271,0.31741797812750067,0.02709278624032363,0.007761962904902997,0.015145250854773418,-1.0
2022-08-31 18:30:00,AFC Bournemouth,Wolverhampton Wanderers,D,H,1.53,4.5,5.5,0.5870786516853932,0.19960674157303368,0.16331460674157303,0.6252368321333839,0.20424403183023873,0.17051913603637744,0.038158180447990686,0.004637290257205051,0.007204529294804418,-1.0
2022-08-31 18:30:00,Arsenal,Aston Villa,H,H,1.45,4.5,6.0,0.6074600355239788,0.19573712255772646,0.14680284191829485,0.646615482144115,0.20018313728252446,0.15320138057336055,0.03915544662013626,0.0044460147247979975,0.006398538655065705,0.44999999999999996
2022-08-31 18:30:00,Arsenal,Aston Villa,H,H,1.29,5.75,10.0,0.7019629260770391,0.1574838564590227,0.09055321746393806,0.7451451222533494,0.16061593581460942,0.09423894193204126,0.04318219617631025,0.0031320793555867366,0.0036857244681031964,0.29000000000000004
2022-08-31 18:30:00,Arsenal,Aston Villa,H,H,1.5,4.1,7.0,0.6012127894156559,0.21995589856670342,0.12883131201764056,0.640372752329702,0.2250951568447303,0.13453209082556766,0.03915996291404611,0.005139258278026887,0.005700778807927104,0.5
2022-09-03 11:30:00,Everton,Liverpool,D,A,7.0,4.75,1.4,0.127112676056338,0.1873239436619718,0.63556338028169,0.13665209420392047,0.1934846989141165,0.6698632068819631,0.009539418147582468,0.006160755252144684,0.03429982660027309,-1.0
