timestamp,coverage,mutation_score,flaky_rate,perf_regressions,auto_tests_added,ai_fix_pass_rate,run_env
2025-09-28T07:59:08.116072,19.8,0.0,0.0,0,34,0.0,"{""python_version"": ""3.11.9"", ""platform"": ""linux"", ""project_root"": ""/home/user/projects/FootballPrediction""}"
2025-09-28T07:59:47.993142,19.8,0.0,0.0,0,34,0.0,"{""python_version"": ""3.11.9"", ""platform"": ""linux"", ""project_root"": ""/home/user/projects/FootballPrediction""}"
