match_id,league_id,league_name,season_id,home_team,away_team,status,collection_date
4513014,53,Ligue 1,2425,Le Havre,Paris Saint-Germain,,2025-12-24T10:13:10.083977
4513007,53,Ligue 1,2425,Brest,Marseille,,2025-12-24T10:13:10.083977
4513012,53,Ligue 1,2425,Reims,Lille,,2025-12-24T10:13:10.083977
4513011,53,Ligue 1,2425,Monaco,Saint-Etienne,,2025-12-24T10:13:10.083977
4513013,53,Ligue 1,2425,Auxerre,Nice,,2025-12-24T10:13:10.083977
4513010,53,Ligue 1,2425,Angers,Lens,,2025-12-24T10:13:10.083977
4513008,53,Ligue 1,2425,Montpellier,Strasbourg,,2025-12-24T10:13:10.083977
4513009,53,Ligue 1,2425,Toulouse,Nantes,,2025-12-24T10:13:10.083977
4513015,53,Ligue 1,2425,Rennes,Lyon,,2025-12-24T10:13:10.083977
4513866,53,Ligue 1,2425,Paris Saint-Germain,Montpellier,,2025-12-24T10:13:10.083977
4513873,53,Ligue 1,2425,Lyon,Monaco,,2025-12-24T10:13:10.083977
4513870,53,Ligue 1,2425,Lille,Angers,,2025-12-24T10:13:10.083977
4513869,53,Ligue 1,2425,Saint-Etienne,Le Havre,,2025-12-24T10:13:10.083977
4513872,53,Ligue 1,2425,Lens,Brest,,2025-12-24T10:13:10.083977
4513868,53,Ligue 1,2425,Nantes,Auxerre,,2025-12-24T10:13:10.083977
4513871,53,Ligue 1,2425,Nice,Toulouse,,2025-12-24T10:13:10.083977
4513867,53,Ligue 1,2425,Strasbourg,Rennes,,2025-12-24T10:13:10.083977
4513874,53,Ligue 1,2425,Marseille,Reims,,2025-12-24T10:13:10.083977
4513876,53,Ligue 1,2425,Lyon,Strasbourg,,2025-12-24T10:13:10.083977
4513877,53,Ligue 1,2425,Brest,Saint-Etienne,,2025-12-24T10:13:10.083977
4513878,53,Ligue 1,2425,Montpellier,Nantes,,2025-12-24T10:13:10.083977
4513883,53,Ligue 1,2425,Toulouse,Marseille,,2025-12-24T10:13:10.083977
4513880,53,Ligue 1,2425,Monaco,Lens,,2025-12-24T10:13:10.083977
4513879,53,Ligue 1,2425,Angers,Nice,,2025-12-24T10:13:10.083977
4513881,53,Ligue 1,2425,Le Havre,Auxerre,,2025-12-24T10:13:10.083977
4513882,53,Ligue 1,2425,Reims,Rennes,,2025-12-24T10:13:10.083977
4513875,53,Ligue 1,2425,Lille,Paris Saint-Germain,,2025-12-24T10:13:10.083977
4513890,53,Ligue 1,2425,Saint-Etienne,Lille,,2025-12-24T10:13:10.083977
4513891,53,Ligue 1,2425,Marseille,Nice,,2025-12-24T10:13:10.083977
4513884,53,Ligue 1,2425,Auxerre,Monaco,,2025-12-24T10:13:10.083977
4513892,53,Ligue 1,2425,Paris Saint-Germain,Brest,,2025-12-24T10:13:10.083977
4513885,53,Ligue 1,2425,Rennes,Montpellier,,2025-12-24T10:13:10.083977
4513887,53,Ligue 1,2425,Nantes,Reims,,2025-12-24T10:13:10.083977
4513889,53,Ligue 1,2425,Strasbourg,Angers,,2025-12-24T10:13:10.083977
4513888,53,Ligue 1,2425,Toulouse,Le Havre,,2025-12-24T10:13:10.083977
4513886,53,Ligue 1,2425,Lens,Lyon,,2025-12-24T10:13:10.083977
4513894,53,Ligue 1,2425,Nice,Saint-Etienne,,2025-12-24T10:13:10.083977
4513899,53,Ligue 1,2425,Lille,Strasbourg,,2025-12-24T10:13:10.083977
4513900,53,Ligue 1,2425,Rennes,Lens,,2025-12-24T10:13:10.083977
4513895,53,Ligue 1,2425,Reims,Paris Saint-Germain,,2025-12-24T10:13:10.083977
4513901,53,Ligue 1,2425,Monaco,Le Havre,,2025-12-24T10:13:10.083977
4513897,53,Ligue 1,2425,Angers,Nantes,,2025-12-24T10:13:10.083977
4513896,53,Ligue 1,2425,Brest,Toulouse,,2025-12-24T10:13:10.083977
4513898,53,Ligue 1,2425,Montpellier,Auxerre,,2025-12-24T10:13:10.083977
4513893,53,Ligue 1,2425,Lyon,Marseille,,2025-12-24T10:13:10.083977
4513904,53,Ligue 1,2425,Auxerre,Brest,,2025-12-24T10:13:10.083977
4513903,53,Ligue 1,2425,Paris Saint-Germain,Rennes,,2025-12-24T10:13:10.083977
4513905,53,Ligue 1,2425,Lens,Nice,,2025-12-24T10:13:10.083977
4513907,53,Ligue 1,2425,Le Havre,Lille,,2025-12-24T10:13:10.083977
4513909,53,Ligue 1,2425,Monaco,Montpellier,,2025-12-24T10:13:10.083977
4513908,53,Ligue 1,2425,Toulouse,Lyon,,2025-12-24T10:13:10.083977
4513910,53,Ligue 1,2425,Angers,Reims,,2025-12-24T10:13:10.083977
4513906,53,Ligue 1,2425,Nantes,Saint-Etienne,,2025-12-24T10:13:10.083977
4513902,53,Ligue 1,2425,Strasbourg,Marseille,,2025-12-24T10:13:10.083977
4513954,53,Ligue 1,2425,Marseille,Angers,,2025-12-24T10:13:10.083977
