match_id,league_id,league_name,season_id,is_matched,collection_date
3625829,53,Ligue 1,2122,True,
3625827,53,Ligue 1,2122,True,
3625835,53,Ligue 1,2122,True,
3625832,53,Ligue 1,2122,True,
3625826,53,Ligue 1,2122,True,
3625831,53,Ligue 1,2122,True,
3625833,53,Ligue 1,2122,True,
3625834,53,Ligue 1,2122,True,
3625828,53,Ligue 1,2122,True,
3625830,53,Ligue 1,2122,True,
3625841,53,Ligue 1,2122,True,
3625840,53,Ligue 1,2122,True,
3625844,53,Ligue 1,2122,True,
3625836,53,Ligue 1,2122,True,
3625837,53,Ligue 1,2122,True,
3625838,53,Ligue 1,2122,True,
3625843,53,Ligue 1,2122,True,
3625845,53,Ligue 1,2122,True,
3625839,53,Ligue 1,2122,True,
3625842,53,Ligue 1,2122,True,
3625847,53,Ligue 1,2122,True,
3625850,53,Ligue 1,2122,True,
3625854,53,Ligue 1,2122,True,
3625848,53,Ligue 1,2122,True,
3625846,53,Ligue 1,2122,True,
3625849,53,Ligue 1,2122,True,
3625851,53,Ligue 1,2122,True,
3625855,53,Ligue 1,2122,True,
3625853,53,Ligue 1,2122,True,
3625852,53,Ligue 1,2122,True,
3625861,53,Ligue 1,2122,True,
3625862,53,Ligue 1,2122,True,
3625860,53,Ligue 1,2122,True,
3625865,53,Ligue 1,2122,True,
3625856,53,Ligue 1,2122,True,
3625857,53,Ligue 1,2122,True,
3625858,53,Ligue 1,2122,True,
3625864,53,Ligue 1,2122,True,
3625859,53,Ligue 1,2122,True,
3625863,53,Ligue 1,2122,True,
3625868,53,Ligue 1,2122,True,
3625874,53,Ligue 1,2122,True,
3625871,53,Ligue 1,2122,True,
3625872,53,Ligue 1,2122,True,
3625866,53,Ligue 1,2122,True,
3625867,53,Ligue 1,2122,True,
3625870,53,Ligue 1,2122,True,
3625875,53,Ligue 1,2122,True,
3625873,53,Ligue 1,2122,True,
3625869,53,Ligue 1,2122,True,
3625884,53,Ligue 1,2122,True,
3625878,53,Ligue 1,2122,True,
3625883,53,Ligue 1,2122,True,
3625880,53,Ligue 1,2122,True,
3625876,53,Ligue 1,2122,True,
3625877,53,Ligue 1,2122,True,
3625882,53,Ligue 1,2122,True,
3625885,53,Ligue 1,2122,True,
3625879,53,Ligue 1,2122,True,
3625881,53,Ligue 1,2122,True,
3625888,53,Ligue 1,2122,True,
3625892,53,Ligue 1,2122,True,
3625893,53,Ligue 1,2122,True,
3625894,53,Ligue 1,2122,True,
3625895,53,Ligue 1,2122,True,
3625886,53,Ligue 1,2122,True,
3625887,53,Ligue 1,2122,True,
3625889,53,Ligue 1,2122,True,
3625890,53,Ligue 1,2122,True,
3625891,53,Ligue 1,2122,True,
3625903,53,Ligue 1,2122,True,
3625904,53,Ligue 1,2122,True,
3625899,53,Ligue 1,2122,True,
3625901,53,Ligue 1,2122,True,
3625896,53,Ligue 1,2122,True,
3625897,53,Ligue 1,2122,True,
3625902,53,Ligue 1,2122,True,
3625905,53,Ligue 1,2122,True,
