match_id,league_id,league_name,season_id,home_team,away_team,status,collection_date
3624340,54,Bundesliga,2122,Borussia Mönchengladbach,Bayern München,,2025-12-24T10:12:51.560701
3624342,54,Bundesliga,2122,Arminia Bielefeld,Freiburg,,2025-12-24T10:12:51.560701
3624343,54,Bundesliga,2122,Augsburg,Hoffenheim,,2025-12-24T10:12:51.560701
3624346,54,Bundesliga,2122,Union Berlin,Bayer Leverkusen,,2025-12-24T10:12:51.560701
3624345,54,Bundesliga,2122,VfB Stuttgart,Greuther Fürth,,2025-12-24T10:12:51.560701
3624347,54,Bundesliga,2122,Wolfsburg,Bochum,,2025-12-24T10:12:51.560701
3624348,54,Bundesliga,2122,Borussia Dortmund,Eintracht Frankfurt,,2025-12-24T10:12:51.560701
3624344,54,Bundesliga,2122,Mainz 05,RB Leipzig,,2025-12-24T10:12:51.560701
3624341,54,Bundesliga,2122,1. FC Köln,Hertha BSC,,2025-12-24T10:12:51.560701
3624356,54,Bundesliga,2122,RB Leipzig,VfB Stuttgart,,2025-12-24T10:12:51.560701
3624350,54,Bundesliga,2122,Bochum,Mainz 05,,2025-12-24T10:12:51.560701
3624355,54,Bundesliga,2122,Eintracht Frankfurt,Augsburg,,2025-12-24T10:12:51.560701
3624353,54,Bundesliga,2122,Freiburg,Borussia Dortmund,,2025-12-24T10:12:51.560701
3624349,54,Bundesliga,2122,Greuther Fürth,Arminia Bielefeld,,2025-12-24T10:12:51.560701
3624351,54,Bundesliga,2122,Hertha BSC,Wolfsburg,,2025-12-24T10:12:51.560701
3624354,54,Bundesliga,2122,Bayer Leverkusen,Borussia Mönchengladbach,,2025-12-24T10:12:51.560701
3624352,54,Bundesliga,2122,Hoffenheim,Union Berlin,,2025-12-24T10:12:51.560701
3624357,54,Bundesliga,2122,Bayern München,1. FC Köln,,2025-12-24T10:12:51.560701
3624365,54,Bundesliga,2122,Borussia Dortmund,Hoffenheim,,2025-12-24T10:12:51.560701
3624359,54,Bundesliga,2122,Arminia Bielefeld,Eintracht Frankfurt,,2025-12-24T10:12:51.560701
3624360,54,Bundesliga,2122,Augsburg,Bayer Leverkusen,,2025-12-24T10:12:51.560701
3624358,54,Bundesliga,2122,1. FC Köln,Bochum,,2025-12-24T10:12:51.560701
3624361,54,Bundesliga,2122,Mainz 05,Greuther Fürth,,2025-12-24T10:12:51.560701
3624362,54,Bundesliga,2122,VfB Stuttgart,Freiburg,,2025-12-24T10:12:51.560701
3624366,54,Bundesliga,2122,Bayern München,Hertha BSC,,2025-12-24T10:12:51.560701
3624363,54,Bundesliga,2122,Union Berlin,Borussia Mönchengladbach,,2025-12-24T10:12:51.560701
3624364,54,Bundesliga,2122,Wolfsburg,RB Leipzig,,2025-12-24T10:12:51.560701
3624373,54,Bundesliga,2122,Bayer Leverkusen,Borussia Dortmund,,2025-12-24T10:12:51.560701
3624370,54,Bundesliga,2122,Freiburg,1. FC Köln,,2025-12-24T10:12:51.560701
3624367,54,Bundesliga,2122,Greuther Fürth,Wolfsburg,,2025-12-24T10:12:51.560701
3624369,54,Bundesliga,2122,Hoffenheim,Mainz 05,,2025-12-24T10:12:51.560701
3624372,54,Bundesliga,2122,Union Berlin,Augsburg,,2025-12-24T10:12:51.560701
3624375,54,Bundesliga,2122,RB Leipzig,Bayern München,,2025-12-24T10:12:51.560701
3624374,54,Bundesliga,2122,Eintracht Frankfurt,VfB Stuttgart,,2025-12-24T10:12:51.560701
3624368,54,Bundesliga,2122,Bochum,Hertha BSC,,2025-12-24T10:12:51.560701
3624371,54,Bundesliga,2122,Borussia Mönchengladbach,Arminia Bielefeld,,2025-12-24T10:12:51.560701
3624378,54,Bundesliga,2122,Hertha BSC,Greuther Fürth,,2025-12-24T10:12:51.560701
3624377,54,Bundesliga,2122,Arminia Bielefeld,Hoffenheim,,2025-12-24T10:12:51.560701
3624379,54,Bundesliga,2122,Augsburg,Borussia Mönchengladbach,,2025-12-24T10:12:51.560701
3624384,54,Bundesliga,2122,Bayern München,Bochum,,2025-12-24T10:12:51.560701
3624380,54,Bundesliga,2122,Mainz 05,Freiburg,,2025-12-24T10:12:51.560701
3624376,54,Bundesliga,2122,1. FC Köln,RB Leipzig,,2025-12-24T10:12:51.560701
3624381,54,Bundesliga,2122,VfB Stuttgart,Bayer Leverkusen,,2025-12-24T10:12:51.560701
3624383,54,Bundesliga,2122,Borussia Dortmund,Union Berlin,,2025-12-24T10:12:51.560701
3624382,54,Bundesliga,2122,Wolfsburg,Eintracht Frankfurt,,2025-12-24T10:12:51.560701
3624385,54,Bundesliga,2122,Greuther Fürth,Bayern München,,2025-12-24T10:12:51.560701
3624391,54,Bundesliga,2122,Bayer Leverkusen,Mainz 05,,2025-12-24T10:12:51.560701
3624392,54,Bundesliga,2122,Eintracht Frankfurt,1. FC Köln,,2025-12-24T10:12:51.560701
3624387,54,Bundesliga,2122,Hoffenheim,Wolfsburg,,2025-12-24T10:12:51.560701
3624393,54,Bundesliga,2122,RB Leipzig,Hertha BSC,,2025-12-24T10:12:51.560701
3624390,54,Bundesliga,2122,Union Berlin,Arminia Bielefeld,,2025-12-24T10:12:51.560701
3624389,54,Bundesliga,2122,Borussia Mönchengladbach,Borussia Dortmund,,2025-12-24T10:12:51.560701
3624386,54,Bundesliga,2122,Bochum,VfB Stuttgart,,2025-12-24T10:12:51.560701
3624388,54,Bundesliga,2122,Freiburg,Augsburg,,2025-12-24T10:12:51.560701
3624394,54,Bundesliga,2122,1. FC Köln,Greuther Fürth,,2025-12-24T10:12:51.560701
3624400,54,Bundesliga,2122,Borussia Dortmund,Augsburg,,2025-12-24T10:12:51.560701
3624396,54,Bundesliga,2122,Hertha BSC,Freiburg,,2025-12-24T10:12:51.560701
3624398,54,Bundesliga,2122,VfB Stuttgart,Hoffenheim,,2025-12-24T10:12:51.560701
3624399,54,Bundesliga,2122,Wolfsburg,Borussia Mönchengladbach,,2025-12-24T10:12:51.560701
3624401,54,Bundesliga,2122,RB Leipzig,Bochum,,2025-12-24T10:12:51.560701
3624397,54,Bundesliga,2122,Mainz 05,Union Berlin,,2025-12-24T10:12:51.560701
3624402,54,Bundesliga,2122,Bayern München,Eintracht Frankfurt,,2025-12-24T10:12:51.560701
3624395,54,Bundesliga,2122,Arminia Bielefeld,Bayer Leverkusen,,2025-12-24T10:12:51.560701
3624405,54,Bundesliga,2122,Hoffenheim,1. FC Köln,,2025-12-24T10:12:51.560701
3624411,54,Bundesliga,2122,Borussia Dortmund,Mainz 05,,2025-12-24T10:12:51.560701
3624410,54,Bundesliga,2122,Eintracht Frankfurt,Hertha BSC,,2025-12-24T10:12:51.560701
3624406,54,Bundesliga,2122,Freiburg,RB Leipzig,,2025-12-24T10:12:51.560701
3624403,54,Bundesliga,2122,Greuther Fürth,Bochum,,2025-12-24T10:12:51.560701
3624408,54,Bundesliga,2122,Union Berlin,Wolfsburg,,2025-12-24T10:12:51.560701
3624407,54,Bundesliga,2122,Borussia Mönchengladbach,VfB Stuttgart,,2025-12-24T10:12:51.560701
3624409,54,Bundesliga,2122,Bayer Leverkusen,Bayern München,,2025-12-24T10:12:51.560701
3624404,54,Bundesliga,2122,Augsburg,Arminia Bielefeld,,2025-12-24T10:12:51.560701
3624416,54,Bundesliga,2122,Mainz 05,Augsburg,,2025-12-24T10:12:51.560701
3624414,54,Bundesliga,2122,Arminia Bielefeld,Borussia Dortmund,,2025-12-24T10:12:51.560701
3624420,54,Bundesliga,2122,Bayern München,Hoffenheim,,2025-12-24T10:12:51.560701
3624419,54,Bundesliga,2122,RB Leipzig,Greuther Fürth,,2025-12-24T10:12:51.560701
3624418,54,Bundesliga,2122,Wolfsburg,Freiburg,,2025-12-24T10:12:51.560701
3624415,54,Bundesliga,2122,Hertha BSC,Borussia Mönchengladbach,,2025-12-24T10:12:51.560701
3624413,54,Bundesliga,2122,1. FC Köln,Bayer Leverkusen,,2025-12-24T10:12:51.560701
3624417,54,Bundesliga,2122,VfB Stuttgart,Union Berlin,,2025-12-24T10:12:51.560701
