match_id,league_id,league_name,season_id,is_matched,collection_date
4219159,53,Ligue 1,2324,True,
4219154,53,Ligue 1,2324,True,
4219151,53,Ligue 1,2324,True,
4219158,53,Ligue 1,2324,True,
4219155,53,Ligue 1,2324,True,
4219157,53,Ligue 1,2324,True,
4219156,53,Ligue 1,2324,True,
4219153,53,Ligue 1,2324,True,
4219152,53,Ligue 1,2324,True,
4219273,53,Ligue 1,2324,True,
4219269,53,Ligue 1,2324,True,
4219265,53,Ligue 1,2324,True,
4219268,53,Ligue 1,2324,True,
4219272,53,Ligue 1,2324,True,
4219266,53,Ligue 1,2324,True,
4219270,53,Ligue 1,2324,True,
4219267,53,Ligue 1,2324,True,
4219271,53,Ligue 1,2324,True,
4219281,53,Ligue 1,2324,True,
4219277,53,Ligue 1,2324,True,
4219274,53,Ligue 1,2324,True,
4219276,53,Ligue 1,2324,True,
4219280,53,Ligue 1,2324,True,
4219282,53,Ligue 1,2324,True,
4219275,53,Ligue 1,2324,True,
4219278,53,Ligue 1,2324,True,
4219279,53,Ligue 1,2324,True,
4219288,53,Ligue 1,2324,True,
4219291,53,Ligue 1,2324,True,
4219284,53,Ligue 1,2324,True,
4219283,53,Ligue 1,2324,True,
4219289,53,Ligue 1,2324,True,
4219285,53,Ligue 1,2324,True,
4219290,53,Ligue 1,2324,True,
4219287,53,Ligue 1,2324,True,
4219286,53,Ligue 1,2324,True,
4219292,53,Ligue 1,2324,True,
4219294,53,Ligue 1,2324,True,
4219300,53,Ligue 1,2324,True,
4219296,53,Ligue 1,2324,True,
4219298,53,Ligue 1,2324,True,
4219299,53,Ligue 1,2324,True,
4219293,53,Ligue 1,2324,True,
4219295,53,Ligue 1,2324,True,
4219297,53,Ligue 1,2324,True,
4219302,53,Ligue 1,2324,True,
4219305,53,Ligue 1,2324,True,
4219309,53,Ligue 1,2324,True,
4219307,53,Ligue 1,2324,True,
4219306,53,Ligue 1,2324,True,
4219304,53,Ligue 1,2324,True,
4219308,53,Ligue 1,2324,True,
4219301,53,Ligue 1,2324,True,
4219303,53,Ligue 1,2324,True,
4219310,53,Ligue 1,2324,True,
4219316,53,Ligue 1,2324,True,
4219314,53,Ligue 1,2324,True,
4219317,53,Ligue 1,2324,True,
4219318,53,Ligue 1,2324,True,
4219315,53,Ligue 1,2324,True,
4219312,53,Ligue 1,2324,True,
4219313,53,Ligue 1,2324,True,
4219311,53,Ligue 1,2324,True,
4219319,53,Ligue 1,2324,True,
4219325,53,Ligue 1,2324,True,
4219323,53,Ligue 1,2324,True,
4219321,53,Ligue 1,2324,True,
4219327,53,Ligue 1,2324,True,
4219322,53,Ligue 1,2324,True,
4219326,53,Ligue 1,2324,True,
4219324,53,Ligue 1,2324,True,
4219320,53,Ligue 1,2324,True,
4219336,53,Ligue 1,2324,True,
4219328,53,Ligue 1,2324,True,
4219334,53,Ligue 1,2324,True,
4219330,53,Ligue 1,2324,True,
4219332,53,Ligue 1,2324,True,
4219335,53,Ligue 1,2324,True,
4219329,53,Ligue 1,2324,True,
4219331,53,Ligue 1,2324,True,
4219333,53,Ligue 1,2324,True,
4219340,53,Ligue 1,2324,True,
4219341,53,Ligue 1,2324,True,
4219342,53,Ligue 1,2324,True,
4219345,53,Ligue 1,2324,True,
4219339,53,Ligue 1,2324,True,
