match_id,league_id,league_name,season_id,is_matched,collection_date
3904388,53,Ligue 1,2223,True,
3904391,53,Ligue 1,2223,True,
3904385,53,Ligue 1,2223,True,
3904393,53,Ligue 1,2223,True,
3904384,53,Ligue 1,2223,True,
3904390,53,Ligue 1,2223,True,
3904386,53,Ligue 1,2223,True,
3904387,53,Ligue 1,2223,True,
3904392,53,Ligue 1,2223,True,
3904389,53,Ligue 1,2223,True,
3904403,53,Ligue 1,2223,True,
3904401,53,Ligue 1,2223,True,
3904405,53,Ligue 1,2223,True,
3904399,53,Ligue 1,2223,True,
3904400,53,Ligue 1,2223,True,
3904407,53,Ligue 1,2223,True,
3904408,53,Ligue 1,2223,True,
3904404,53,Ligue 1,2223,True,
3904406,53,Ligue 1,2223,True,
3904414,53,Ligue 1,2223,True,
3904409,53,Ligue 1,2223,True,
3904415,53,Ligue 1,2223,True,
3904416,53,Ligue 1,2223,True,
3904410,53,Ligue 1,2223,True,
3904411,53,Ligue 1,2223,True,
3904413,53,Ligue 1,2223,True,
3904418,53,Ligue 1,2223,True,
3904417,53,Ligue 1,2223,True,
3904412,53,Ligue 1,2223,True,
3904419,53,Ligue 1,2223,True,
3904420,53,Ligue 1,2223,True,
3904425,53,Ligue 1,2223,True,
3904422,53,Ligue 1,2223,True,
3904426,53,Ligue 1,2223,True,
3904421,53,Ligue 1,2223,True,
3904423,53,Ligue 1,2223,True,
3904428,53,Ligue 1,2223,True,
3904427,53,Ligue 1,2223,True,
3904424,53,Ligue 1,2223,True,
3904430,53,Ligue 1,2223,True,
3904433,53,Ligue 1,2223,True,
3904429,53,Ligue 1,2223,True,
3904432,53,Ligue 1,2223,True,
3904436,53,Ligue 1,2223,True,
3904435,53,Ligue 1,2223,True,
3904431,53,Ligue 1,2223,True,
3904434,53,Ligue 1,2223,True,
3904437,53,Ligue 1,2223,True,
3904438,53,Ligue 1,2223,True,
3904491,53,Ligue 1,2223,True,
3904496,53,Ligue 1,2223,True,
3904493,53,Ligue 1,2223,True,
3904494,53,Ligue 1,2223,True,
3904490,53,Ligue 1,2223,True,
3904497,53,Ligue 1,2223,True,
3904492,53,Ligue 1,2223,True,
3904498,53,Ligue 1,2223,True,
3904499,53,Ligue 1,2223,True,
3904495,53,Ligue 1,2223,True,
3904402,53,Ligue 1,2223,True,
