feature,importance
header_events_awayTeamGoals_Serdar_0_shotmapEvent_onGoalShot_x,0.0
header_events_awayTeamGoals_Serdar_0_shotmapEvent_isOnTarget,0.0
header_events_awayTeamGoals_Serdar_0_shotmapEvent_isOwnGoal,0.0
header_events_awayTeamGoals_Serdar_0_shotmapEvent_isBlocked,0.0
header_events_awayTeamGoals_Serdar_0_shotmapEvent_min,0.0
header_events_awayTeamGoals_Serdar_0_shotmapEvent_y,0.0
header_events_awayTeamGoals_Serdar_0_shotmapEvent_x,0.0
header_events_awayTeamGoals_Serdar_0_timeStr,0.0
header_events_awayTeamGoals_Serdar_0_isHome,0.0
header_events_awayTeamGoals_Serdar_0_time,0.0
content_lineup_awayTeam_starters_9_verticalLayout_x,0.0
content_stats_Periods_All_stats_1_stats_home_ratio,0.0
header_events_awayTeamGoals_Serdar_home_count,0.0
content_lineup_awayTeam_starters_2_horizontalLayout_width,0.0
content_lineup_awayTeam_starters_2_horizontalLayout_y,0.0
content_lineup_awayTeam_starters_2_horizontalLayout_x,0.0
content_lineup_awayTeam_starters_2_verticalLayout_height,0.0
content_lineup_awayTeam_starters_2_verticalLayout_width,0.0
content_lineup_awayTeam_starters_2_verticalLayout_y,0.0
content_lineup_awayTeam_starters_2_verticalLayout_x,0.0
content_lineup_awayTeam_starters_3_horizontalLayout_height,0.0
content_lineup_awayTeam_starters_3_horizontalLayout_width,0.0
content_lineup_awayTeam_starters_3_horizontalLayout_y,0.0
content_lineup_awayTeam_starters_5_horizontalLayout_width,0.0
content_lineup_awayTeam_starters_3_verticalLayout_height,0.0
content_lineup_awayTeam_starters_3_verticalLayout_width,0.0
content_lineup_awayTeam_starters_3_verticalLayout_y,0.0
content_lineup_awayTeam_starters_3_verticalLayout_x,0.0
content_lineup_awayTeam_starters_4_horizontalLayout_height,0.0
content_lineup_awayTeam_starters_4_horizontalLayout_width,0.0
content_lineup_awayTeam_starters_4_horizontalLayout_y,0.0
content_lineup_awayTeam_starters_4_horizontalLayout_x,0.0
content_lineup_awayTeam_starters_4_verticalLayout_height,0.0
content_lineup_awayTeam_starters_4_verticalLayout_width,0.0
content_lineup_awayTeam_starters_4_verticalLayout_y,0.0
header_events_awayTeamGoals_Serdar_home_ratio,0.0
content_lineup_awayTeam_starters_3_horizontalLayout_x,0.0
content_stats_Periods_All_stats_4_stats_away_count,0.0
content_stats_Periods_All_stats_4_stats_home_count,0.0
content_stats_Periods_All_stats_4_stats_total_count,0.0
content_stats_Periods_All_stats_3_stats_9_stats_sum,0.0
content_stats_Periods_All_stats_3_stats_8_stats_sum,0.0
content_stats_Periods_All_stats_4_stats_2_stats_sum,0.0
content_stats_Periods_All_stats_4_stats_1_stats_sum,0.0
content_stats_Periods_All_stats_4_stats_0_stats_len,0.0
content_stats_Periods_All_stats_5_stats_home_count,0.0
content_stats_Periods_All_stats_5_stats_total_count,0.0
content_stats_Periods_All_stats_4_stats_5_stats_sum,0.0
content_stats_Periods_All_stats_4_stats_5_stats_max,0.0
content_stats_Periods_All_stats_1_stats_4_stats_sum,0.0
content_stats_Periods_All_stats_4_stats_4_stats_sum,0.0
content_stats_Periods_All_stats_4_stats_3_stats_sum,0.0
content_stats_Periods_All_stats_3_stats_7_stats_max,0.0
content_stats_Periods_All_stats_3_stats_6_stats_len,0.0
content_stats_Periods_All_stats_3_stats_5_stats_len,0.0
content_stats_Periods_All_stats_3_stats_4_stats_sum,0.0
content_stats_Periods_All_stats_3_stats_3_stats_sum,0.0
content_stats_Periods_All_stats_3_stats_1_stats_sum,0.0
content_stats_Periods_All_stats_0_stats_0_stats_mean,0.0
content_h2h_matches_1_status_finished,0.0
content_h2h_matches_1_status_started,0.0
content_h2h_matches_1_status_awarded,0.0
content_stats_Periods_All_stats_4_stats_5_stats_std,0.0
content_stats_Periods_FirstHalf_stats_total_count,0.0
content_stats_Periods_All_stats_6_stats_2_stats_sum,0.0
content_stats_Periods_All_stats_6_stats_2_stats_max,0.0
content_stats_Periods_All_stats_6_stats_2_stats_min,0.0
content_stats_Periods_All_stats_6_stats_2_stats_std,0.0
content_stats_Periods_All_stats_6_stats_2_stats_mean,0.0
content_stats_Periods_All_stats_6_stats_1_stats_sum,0.0
content_stats_Periods_FirstHalf_stats_0_stats_away_count,0.0
content_stats_Periods_FirstHalf_stats_0_stats_home_count,0.0
content_stats_Periods_FirstHalf_stats_0_stats_total_count,0.0
header_events_awayTeamGoals_Serdar_away_ratio,0.0
content_stats_Periods_FirstHalf_stats_home_ratio,0.0
content_stats_Periods_All_stats_4_stats_home_away_diff,0.0
content_stats_Periods_FirstHalf_stats_away_count,0.0
content_stats_Periods_FirstHalf_stats_home_count,0.0
content_h2h_matches_6_status_started,0.0
content_h2h_matches_6_status_awarded,0.0
content_h2h_matches_5_finished,0.0
content_h2h_matches_5_status_cancelled,0.0
content_h2h_matches_5_status_finished,0.0
content_h2h_matches_5_status_started,0.0
content_h2h_matches_5_status_awarded,0.0
content_h2h_matches_4_finished,0.0
content_stats_Periods_All_stats_4_stats_away_ratio,0.0
content_stats_Periods_All_stats_4_stats_home_ratio,0.0
content_stats_Periods_FirstHalf_stats_home_away_diff,0.0
content_stats_Periods_All_stats_3_stats_away_ratio,0.0
content_h2h_matches_9_status_awarded,0.0
content_h2h_matches_8_finished,0.0
content_h2h_matches_8_status_cancelled,0.0
content_h2h_matches_8_status_finished,0.0
content_h2h_matches_8_status_started,0.0
content_h2h_matches_8_status_awarded,0.0
content_h2h_matches_7_finished,0.0
content_h2h_matches_7_status_cancelled,0.0
content_stats_Periods_All_stats_home_away_diff,0.0
content_stats_Periods_All_stats_away_count,0.0
content_stats_Periods_All_stats_home_count,0.0
content_h2h_matches_0_finished,0.0
content_h2h_matches_9_finished,0.0
content_h2h_matches_9_status_cancelled,0.0
content_h2h_matches_9_status_finished,0.0
content_h2h_matches_9_status_started,0.0
content_stats_Periods_All_stats_0_stats_away_ratio,0.0
content_stats_Periods_All_stats_0_stats_home_ratio,0.0
content_stats_Periods_All_stats_0_stats_home_away_diff,0.0
content_stats_Periods_All_stats_0_stats_away_count,0.0
content_stats_Periods_All_stats_0_stats_home_count,0.0
content_stats_Periods_All_stats_0_stats_total_count,0.0
content_stats_Periods_All_stats_away_ratio,0.0
content_stats_Periods_All_stats_home_ratio,0.0
content_stats_Periods_All_stats_total_count,0.0
content_h2h_matches_0_status_cancelled,0.0
content_h2h_matches_0_status_finished,0.0
content_h2h_matches_0_status_awarded,0.0
content_h2h_matches_3_status_awarded,0.0
content_h2h_matches_2_finished,0.0
content_h2h_matches_2_status_cancelled,0.0
content_h2h_matches_2_status_finished,0.0
content_h2h_matches_2_status_started,0.0
content_h2h_matches_2_status_awarded,0.0
content_h2h_matches_1_finished,0.0
content_h2h_matches_1_status_cancelled,0.0
content_h2h_matches_4_status_cancelled,0.0
content_stats_Periods_All_stats_3_stats_0_stats_len,0.0
content_h2h_matches_4_status_started,0.0
content_h2h_matches_4_status_awarded,0.0
content_h2h_matches_3_finished,0.0
content_h2h_matches_3_status_cancelled,0.0
content_h2h_matches_3_status_finished,0.0
content_h2h_matches_3_status_started,0.0
content_h2h_matches_7_status_finished,0.0
content_h2h_matches_7_status_started,0.0
content_h2h_matches_7_status_awarded,0.0
content_h2h_matches_6_finished,0.0
content_h2h_matches_6_status_cancelled,0.0
content_h2h_matches_6_status_finished,0.0
content_h2h_matches_4_status_finished,0.0
