         3790170 function calls (3683532 primitive calls) in 2.079 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 local_artifact_repo.py:22(LocalArtifactRepository)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:102(CompleteDirs)
        1    0.000    0.000    0.000    0.000 base.py:425(dispatcher)
        1    0.000    0.000    0.000    0.000 base.py:58(Decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:123(BatchSpanProcessor)
        1    0.000    0.000    0.000    0.000 message.py:973(MIMEPart)
        1    0.000    0.000    0.000    0.000 mime_type_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connector.py:1765(NamedPipeConnector)
        1    0.000    0.000    0.000    0.000 expr.py:749(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 types.py:70(MatchUpdatedEventData)
        1    0.000    0.000    0.000    0.000 handlers.py:28(MetricsEventHandler)
        1    0.000    0.000    0.000    0.000 download_cloud_file_chunk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
       42    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 types.py:919(SecretBytes)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 football.py:49(FootballTeam)
        1    0.000    0.000    0.000    0.000 helpers.py:631(TimerContext)
        1    0.000    0.000    0.000    0.000 metrics.py:680(Info)
        1    0.000    0.000    0.000    0.000 dataclasses.py:251(DataclassProxy)
       13    0.000    0.000    0.000    0.000 {method 'set_result' of '_asyncio.Future' objects}
        7    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 models.py:380(OAuthFlowPassword)
        1    0.000    0.000    0.000    0.000 base.py:331(BaseAdapter)
        1    0.000    0.000    0.000    0.000 _odfreader.py:30(ODFReader)
        4    0.000    0.000    0.000    0.000 main.py:262(model_fields)
        1    0.000    0.000    0.000    0.000 lake.py:105(MetadataManager)
        1    0.000    0.000    0.000    0.000 _base.py:543(BaseExcelReader)
        1    0.000    0.000    0.000    0.000 memory.py:72(MemoryObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2851(_ModelTypeStack)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 definitions.py:19(DatabaseManager)
        1    0.000    0.000    0.000    0.000 schema.py:157(Property)
       13    0.000    0.000    0.000    0.000 accessor.py:136(delegate_names)
        1    0.000    0.000    0.000    0.000 interfaces.py:145(DBAPICursor)
        2    0.000    0.000    0.000    0.000 __init__.py:392(validate_param_spec)
        1    0.000    0.000    0.000    0.000 runners.py:49(__init__)
        1    0.000    0.000    0.000    0.000 _path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:36(MemoryObjectItemReceiver)
       23    0.000    0.000    0.000    0.000 expr.py:293(_op_maker)
        1    0.000    0.000    0.000    0.000 _utils.py:172(ValueItems)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
        1    0.000    0.000    0.000    0.000 frequencies.py:159(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 facades.py:433(PredictionFacade)
        1    0.000    0.000    0.000    0.000 assessment_error.py:10(AssessmentError)
        1    0.000    0.000    0.000    0.000 sources.py:2048(PyprojectTomlConfigSettingsSource)
        1    0.000    0.000    0.000    0.000 time_utils.py:11(TimeUtils)
        1    0.000    0.000    0.000    0.000 azure_blob_artifact_repo.py:32(AzureBlobArtifactRepository)
        1    0.000    0.000    0.000    0.000 assessment_source.py:102(AssessmentSourceType)
        3    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 compression_utils.py:160(ZLibCompressor)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
       36    0.000    0.000    0.000    0.000 __init__.py:534(<lambda>)
        1    0.000    0.000    0.000    0.000 run.py:12(Run)
       26    0.000    0.000    0.000    0.000 base.py:2141(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method fromhex}
        1    0.000    0.000    0.000    0.000 __init__.py:249(ImportHookFinder)
        8    0.000    0.000    0.000    0.000 registry.py:33(register)
        1    0.000    0.000    0.000    0.000 base.py:59(SerializedScorer)
        1    0.000    0.000    0.000    0.000 psycopg.py:646(AsyncAdapt_psycopg_connection)
        1    0.000    0.000    0.000    0.000 decorator.py:60(ValidatedFunction)
        1    0.000    0.000    0.000    0.000 typing.py:1952(_no_init_or_replace_init)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(Manager)
        1    0.000    0.000    0.000    0.000 guidelines.py:1(<module>)
       13    0.000    0.000    0.000    0.000 decoder.py:174(_SimpleDecoder)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2007(_AbstractInterval)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 config.py:34(Config)
        1    0.000    0.000    0.000    0.000 __init__.py:186(LegacyVersion)
        1    0.000    0.000    0.000    0.000 collections.py:1122(_list_decorators)
        1    0.000    0.000    0.000    0.000 football.py:62(FootballPlayer)
        1    0.000    0.000    0.000    0.000 base_protocol.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericDtype)
        1    0.000    0.000    0.000    0.000 text_format.py:1300(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:175(StrictBool)
        1    0.000    0.000    0.000    0.000 user_profile.py:13(UserProfile)
        2    0.000    0.000    0.000    0.000 sources.py:385(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:456(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 cache_key.py:423(CacheKey)
        1    0.000    0.000    0.000    0.000 apply.py:118(Apply)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
       26    0.000    0.000    0.000    0.000 schema.py:4944(<listcomp>)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
        1    0.000    0.000    0.000    0.000 types.py:913(ImportString)
       88    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:14(FrozenList)
        1    0.000    0.000    0.000    0.000 flags.py:10(Flags)
        2    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 facades.py:23(DatabaseSubsystem)
        1    0.000    0.000    0.000    0.000 decorators.py:471(AuthDecorator)
        1    0.000    0.000    0.000    0.000 cors_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 llm.py:660(ChatCompletionResponse)
        1    0.000    0.000    0.000    0.000 unitofwork.py:615(PostUpdateAll)
        1    0.000    0.000    0.000    0.000 ddl.py:831(InvokeDropDDLBase)
        1    0.000    0.000    0.000    0.000 calendar.py:653(timegm)
        1    0.000    0.000    0.000    0.000 utils.py:229(_Example)
        1    0.000    0.000    0.000    0.000 _elements_constructors.py:1289(null)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3706(UUID)
        1    0.000    0.000    0.000    0.000 databricks_sdk_artifact_repo.py:29(DatabricksSdkArtifactRepository)
        1    0.000    0.000    0.000    0.000 integer.py:207(Int8Dtype)
        1    0.000    0.000    0.000    0.000 sampling.py:309(ParentBased)
        1    0.000    0.000    0.000    0.000 asyncpg.py:1246(on_connect)
       14    0.000    0.000    0.000    0.000 instrumentation.py:246(is_mapped)
        1    0.000    0.000    0.000    0.000 uc_volume_dataset_source.py:10(UCVolumeDatasetSource)
       22    0.000    0.000    0.000    0.000 version.py:537(<lambda>)
        1    0.000    0.000    0.000    0.000 event_application.py:81(SimpleStatsHandler)
        4    0.000    0.000    0.000    0.000 validators.py:212(optional)
        1    0.000    0.000    0.000    0.000 tracing.py:320(Trace)
        1    0.000    0.000    0.000    0.000 functions.py:761(FunctionAsBinary)
        1    0.000    0.000    0.000    0.000 {built-in method posix.read}
        1    0.000    0.000    0.000    0.000 facades.py:74(CacheSubsystem)
        1    0.000    0.000    0.000    0.000 base.py:312(DataTransformer)
        1    0.000    0.000    0.000    0.000 label_schemas.py:21(InputType)
        1    0.000    0.000    0.000    0.000 base.py:129(ReadOnlyRepository)
        1    0.000    0.000    0.000    0.000 base.py:110(_ConnDialect)
        1    0.000    0.000    0.000    0.000 sql.py:1443(PandasSQL)
        1    0.000    0.000    0.000    0.000 typing.py:290(eval_name_only)
        1    0.000    0.000    0.000    0.000 dependencies_schemas.py:205(Schema)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 search_utils.py:2196(SearchLoggedModelsPaginationToken)
        1    0.000    0.000    0.000    0.000 __init__.py:92(SpanProcessor)
        1    0.000    0.000    0.000    0.000 cookies.py:460(BaseCookie)
        1    0.000    0.000    0.000    0.000 lambdas.py:502(StatementLambdaElement)
        1    0.000    0.000    0.000    0.000 gcs_artifact_repo.py:36(GCSArtifactRepository)
        6    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
        1    0.000    0.000    0.000    0.000 _pslinux.py:744(NetConnections)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:23(ContextManagerMixin)
        6    0.000    0.000    0.000    0.000 legacy.py:35(_legacy_signature)
        1    0.000    0.000    0.000    0.000 {built-in method _ssl.get_default_verify_paths}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 flow_control.py:10(FlowControl)
        1    0.000    0.000    0.000    0.000 payload_streamer.py:50(streamer)
        1    0.000    0.000    0.000    0.000 prediction.py:16(PredictionResult)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 provider.py:393(DatabricksConfig)
        1    0.000    0.000    0.000    0.000 request.py:1694(URLopener)
        1    0.000    0.000    0.000    0.000 base.py:626(CompileState)
        1    0.000    0.000    0.000    0.000 http_artifact_repo.py:35(HttpArtifactRepository)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        1    0.000    0.000    0.000    0.000 types.py:206(INTERVAL)
        1    0.000    0.000    0.000    0.000 handlers.py:232(__init__)
        1    0.000    0.000    0.000    0.000 registry.py:215(_EventKey)
       24    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _internal_dataclass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:2330(Path)
        1    0.000    0.000    0.000    0.000 optimized_s3_artifact_repo.py:36(OptimizedS3ArtifactRepository)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 elements.py:1842(WrapsColumnExpression)
       15    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._DeepIterable>:14(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:369(StackSummary)
        1    0.000    0.000    0.000    0.000 imports.py:11(import_name)
        1    0.000    0.000    0.000    0.000 pg_catalog.py:28(NAME)
        1    0.000    0.000    0.000    0.000 compiler.py:970(_CompileLabel)
       14    0.000    0.000    0.000    0.000 _make.py:2072(_assign)
       29    0.000    0.000    0.000    0.000 tasks.py:65(_set_task_name)
        1    0.000    0.000    0.000    0.000 __init__.py:351(EntryPoints)
        2    0.000    0.000    0.000    0.000 config.py:688(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 main.py:33(SettingsConfigDict)
        1    0.000    0.000    0.000    0.000 helpers.py:90(<setcomp>)
        1    0.000    0.000    0.000    0.000 types.py:661(BoolParamType)
        1    0.000    0.000    0.000    0.000 schema.py:212(SchemaItem)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1393(IPv4Interface)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:727(Comparator)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 trace_location.py:81(UCSchemaLocation)
        1    0.000    0.000    0.000    0.000 hstore.py:115(Comparator)
        5    0.000    0.000    0.000    0.000 __init__.py:31(__iter__)
        1    0.000    0.000    0.000    0.000 tls.py:373(TLSConnectable)
        4    0.000    0.000    0.000    0.000 langhelpers.py:1674(<dictcomp>)
       15    0.000    0.000    0.000    0.000 __init__.py:983(setFormatter)
        1    0.000    0.000    0.000    0.000 context_sufficiency.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:1180(ConstrainedDate)
        1    0.000    0.000    0.000    0.000 sqltypes.py:959(SchemaType)
        7    0.000    0.000    0.000    0.000 __init__.py:21(__init__)
       35    0.000    0.000    0.000    0.000 schema.py:747(type)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2101(IPv6Interface)
        1    0.000    0.000    0.000    0.000 httptools_impl.py:366(RequestResponseCycle)
        1    0.000    0.000    0.000    0.000 identity.py:37(IdentityMap)
        1    0.000    0.000    0.000    0.000 file_store.py:95(FileModelVersion)
        1    0.000    0.000    0.000    0.000 types.py:202(ConstrainedInt)
       14    0.000    0.000    0.000    0.000 instrumentation.py:158(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:1315(_WrapUserEntity)
        1    0.000    0.000    0.000    0.000 util.py:618(_repr_params)
